5.001548528671264648e+00 5.066871643066406250e-03 -1.669798291649014776e-02 2.799889845416904388e-02 8.862431234586778950e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.255027506165287340e-02 2.466235218963753052e-04 1.334561900500942644e-04 -1.669798291649014776e-02 2.799889845416904388e-02 8.862431234586778950e-02 2.003802591563358035e-02 -6.997223803619775362e-01 6.583300794202497086e-02 -1.669803261756896973e-02 2.799890935420989990e-02 8.862435072660446167e-02 2.003795094788074493e-02 -6.997224688529968262e-01 6.583296507596969604e-02
5.067034959793090820e+00 6.548643112182617188e-02 -1.669798788659803204e-02 2.799889954417313087e-02 8.862431618394146782e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.255215397821573924e-02 2.435473325331085704e-04 1.317913111992451646e-04 -1.669798788659803204e-02 2.799889954417313087e-02 8.862431618394146782e-02 2.003801841885829993e-02 -6.997223892110794319e-01 6.583300365541944199e-02 -1.669803261756896973e-02 2.799890935420989990e-02 8.862435072660446167e-02 2.003795094788074493e-02 -6.997224688529968262e-01 6.583296507596969604e-02
5.128591299057006836e+00 6.155633926391601562e-02 -1.669799235969512616e-02 2.799890052517680847e-02 8.862431963820777137e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.255399797466736321e-02 2.405279753474259623e-04 1.301572157026758213e-04 -1.669799235969512616e-02 2.799890052517680847e-02 8.862431963820777137e-02 2.003801167176054790e-02 -6.997223971752711824e-01 6.583299979747446462e-02 -1.669803261756896973e-02 2.799890935420989990e-02 8.862435072660446167e-02 2.003795094788074493e-02 -6.997224688529968262e-01 6.583296507596969604e-02
5.191205978393554688e+00 6.261467933654785156e-02 -1.669799638548251017e-02 2.799890140808011796e-02 8.862432274704744317e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.255580789891424034e-02 2.375640696596700450e-04 1.285531532254252413e-04 -1.669799638548251017e-02 2.799890140808011796e-02 8.862432274704744317e-02 2.003800559937257003e-02 -6.997224043430437801e-01 6.583299632532399470e-02 -1.669803261756896973e-02 2.799890935420989990e-02 8.862435072660446167e-02 2.003795094788074493e-02 -6.997224688529968262e-01 6.583296507596969604e-02
5.255011558532714844e+00 6.380558013916015625e-02 -1.571093219004949387e-02 2.810118302806960747e-02 8.885256365077706664e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.246467518535353258e-02 1.704808891627554218e-04 1.203477317007659269e-04 -1.571093219004949387e-02 2.810118302806960747e-02 8.885256365077706664e-02 2.264882159739105630e-02 -7.042618945796683683e-01 6.879067029651703136e-02 -6.827354431152343750e-03 2.902171760797500610e-02 9.090673178434371948e-02 4.614616557955741882e-02 -7.451173067092895508e-01 9.540973603725433350e-02
5.318056344985961914e+00 6.304478645324707031e-02 -1.576167837515068601e-02 2.815611564461660901e-02 8.882701768103551387e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.247599694250828110e-02 1.716961373977567368e-04 1.153376971202461969e-04 -1.576167837515068601e-02 2.815611564461660901e-02 8.882701768103551387e-02 1.981263399318786145e-02 -7.020341893040592529e-01 6.608399322119386243e-02 -1.621839404106140137e-02 2.865050919353961945e-02 8.859710395336151123e-02 -5.713054444640874863e-03 -6.819848418235778809e-01 4.172389954328536987e-02
5.381438016891479492e+00 6.338167190551757812e-02 -1.580734994174175928e-02 2.820555499950891040e-02 8.880402630826811361e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.248628431963072147e-02 1.725612797705909477e-04 1.107696266310324867e-04 -1.580734994174175928e-02 2.820555499950891040e-02 8.880402630826811361e-02 1.726006514940498643e-02 -7.000292545560110602e-01 6.364798385340300624e-02 -1.621839404106140137e-02 2.865050919353961945e-02 8.859710395336151123e-02 -5.713054444640874863e-03 -6.819848418235778809e-01 4.172389954328536987e-02
5.444470167160034180e+00 6.303215026855468750e-02 -1.588886034036696149e-02 2.824542398089031903e-02 8.878771054382009198e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.249399183099864780e-02 1.757001816765723203e-04 1.068944790558728347e-04 -1.588886034036696149e-02 2.824542398089031903e-02 8.878771054382009198e-02 1.754694138867114381e-02 -7.000279074314036398e-01 6.387670566235477410e-02 -1.662245392799377441e-02 2.860424481332302094e-02 8.864086866378784180e-02 2.012882754206657410e-02 -7.000157833099365234e-01 6.593520194292068481e-02
5.510098934173583984e+00 6.562876701354980469e-02 -1.596221969912964278e-02 2.828130606413359338e-02 8.877302635581686696e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.250105992465125500e-02 1.782641305158839072e-04 1.033408807395079054e-04 -1.596221969912964278e-02 2.828130606413359338e-02 8.877302635581686696e-02 1.780513000401068649e-02 -7.000266950192569615e-01 6.408255529041137488e-02 -1.662245392799377441e-02 2.860424481332302094e-02 8.864086866378784180e-02 2.012882754206657410e-02 -7.000157833099365234e-01 6.593520194292068481e-02
5.572297811508178711e+00 6.219887733459472656e-02 -1.544885617247687172e-02 2.834392231196589812e-02 8.890063401047641756e-02 -1.299999999999999940e-02 2.999999999999999889e-02 1.199999999999999956e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.244946760893849390e-02 1.437875344711003365e-04 9.819104269139961884e-05 -1.544885617247687172e-02 2.834392231196589812e-02 8.890063401047641756e-02 1.477712708558626999e-02 -7.156027532394992896e-01 6.009012164892297420e-02 -1.082858443260192871e-02 2.890746854245662689e-02 9.004910290241241455e-02 -1.247489918023347855e-02 -8.557872772216796875e-01 2.415821887552738190e-02
