5.000514745712280273e+00 6.575345993041992188e-03 -4.975637729995201208e-03 2.431809429109468151e-02 1.025885157107501722e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.851679301624198229e-04 -3.148393509072134472e-03 -3.233208326076423677e-03 8.332556857308891896e-06 -1.416777079082460393e-04 -1.454943746734390568e-04 -4.975637729995201208e-03 2.431809429109468151e-02 1.025885157107501722e-01 3.187087213085223331e-02 -7.856762796563011575e-01 -2.943598484967686196e-02 5.543380975723266602e-03 2.467896975576877594e-02 1.053219065070152283e-01 8.470293879508972168e-02 -8.613351583480834961e-01 2.364645153284072876e-02
5.076065540313720703e+00 7.555079460144042969e-02 -4.285413863688186144e-03 2.433105821562148163e-02 1.027854274796714956e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.596637074074471847e-04 -3.193059880908961923e-03 -3.233459897634343751e-03 3.801742369064400992e-05 -2.853654025491493313e-04 -2.910000700669845212e-04 -4.285413863688186144e-03 2.433105821562148163e-02 1.027854274796714956e-01 3.902549626010175937e-02 -7.922608843376132137e-01 -2.085499582565907353e-02 1.926600933074951172e-03 2.444773353636264801e-02 1.045576333999633789e-01 1.034171134233474731e-01 -8.515223264694213867e-01 5.637390539050102234e-02
5.145714282989501953e+00 6.964874267578125000e-02 -3.664212384011872239e-03 2.434272574769560243e-02 1.029626480717006909e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.154158271575686599e-03 -3.232348255316962789e-03 -3.232771009748911916e-03 8.995454591154990577e-05 -4.308210740384126221e-04 -4.364747655056855423e-04 -3.664212384011872239e-03 2.434272574769560243e-02 1.029626480717006909e-01 4.546465797642633422e-02 -7.981870285507940421e-01 -1.313210570404306499e-02 1.926600933074951172e-03 2.444773353636264801e-02 1.045576333999633789e-01 1.034171134233474731e-01 -8.515223264694213867e-01 5.637390539050102234e-02
5.212641477584838867e+00 6.692719459533691406e-02 -3.105131052303189681e-03 2.435322652656230630e-02 1.031221466045269680e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.666263802956194449e-03 -3.266618847062889228e-03 -3.231076705768240985e-03 1.649364170445786343e-04 -5.778189221562426590e-04 -5.818732172652563541e-04 -3.105131052303189681e-03 2.435322652656230630e-02 1.031221466045269680e-01 5.125990352111844950e-02 -8.035205583426567877e-01 -6.181504594588656948e-03 1.926600933074951172e-03 2.444773353636264801e-02 1.045576333999633789e-01 1.034171134233474731e-01 -8.515223264694213867e-01 5.637390539050102234e-02
5.279296636581420898e+00 6.665515899658203125e-02 -3.105131052303189681e-03 2.435322652656230630e-02 1.031221466045269680e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.246415269177398991e-03 -3.262903642173839436e-03 -3.227372839597213855e-03 2.660251041575615650e-04 -7.246495860540654727e-04 -7.271049950471309645e-04 -3.105131052303189681e-03 2.435322652656230630e-02 1.031221466045269680e-01 5.125990352111844950e-02 -8.035205583426567877e-01 -6.181504594588656948e-03 1.926600933074951172e-03 2.444773353636264801e-02 1.045576333999633789e-01 1.034171134233474731e-01 -8.515223264694213867e-01 5.637390539050102234e-02
5.354978799819946289e+00 7.568216323852539062e-02 -2.752042349309809059e-03 2.425725318847650122e-02 1.032591745359321828e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.771714095432152407e-03 -3.281489547600891562e-03 -3.216575188802650326e-03 3.907522384520084255e-04 -8.723166156961055778e-04 -8.718508785432502704e-04 -2.752042349309809059e-03 2.425725318847650122e-02 1.032591745359321828e-01 5.782647884855678100e-02 -8.082472128260028699e-01 -1.008203641150336866e-03 4.257559776306152344e-04 2.339349314570426941e-02 1.044924259185791016e-01 1.169256567955017090e-01 -8.507871031761169434e-01 4.555150493979454041e-02
5.434076070785522461e+00 7.909727096557617188e-02 -2.627655747053999399e-03 2.399974442593950583e-02 1.034283244701582477e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.272748228854679368e-03 -3.284252260315401271e-03 -3.194411811206276930e-03 5.380259087504689992e-04 -1.020107967410298702e-03 -1.015599410047532663e-03 -2.627655747053999399e-03 2.399974442593950583e-02 1.034283244701582477e-01 6.495985350283989268e-02 -8.124821760584020058e-01 2.466698945545606897e-03 -1.508176326751708984e-03 2.168216556310653687e-02 1.049506738781929016e-01 1.291602253913879395e-01 -8.505968451499938965e-01 3.374082222580909729e-02
5.506925344467163086e+00 7.284927368164062500e-02 -2.506281330452542460e-03 2.364051530128150058e-02 1.036469366334997061e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.744221898776356125e-03 -3.286161673669618470e-03 -3.165003955180197958e-03 7.065158941954050118e-04 -1.167985242725431624e-03 -1.158024588030641660e-03 -2.506281330452542460e-03 2.364051530128150058e-02 1.036469366334997061e-01 7.116816307252356311e-02 -8.163794438537153031e-01 5.388769547030436424e-03 -1.413911581039428711e-03 2.040745317935943604e-02 1.056144461035728455e-01 1.270429491996765137e-01 -8.514548540115356445e-01 3.168740496039390564e-02
5.577646017074584961e+00 7.072067260742187500e-02 -3.216199929356140970e-03 2.318854613034810816e-02 1.036855341061761193e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.248000635966311771e-03 -3.232286923556252321e-03 -3.128189853802319613e-03 8.976759228138890111e-04 -1.313438154285462983e-03 -1.298793131451746099e-03 -3.216199929356140970e-03 2.318854613034810816e-02 1.036855341061761193e-01 6.487518735732770991e-02 -8.056680345978909363e-01 -8.420999610526763018e-03 -9.605467319488525391e-03 1.912082359194755554e-02 1.040329113602638245e-01 8.238405920565128326e-03 -7.092653512954711914e-01 -1.327089220285415649e-01
5.651915788650512695e+00 7.426977157592773438e-02 -2.426152993595209577e-03 2.273526176448660910e-02 1.041431079266795789e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.622179012791865355e-03 -3.277511948515719406e-03 -3.092382360625222683e-03 1.105673978389522987e-03 -1.460926191968670322e-03 -1.437950337679881141e-03 -2.426152993595209577e-03 2.273526176448660910e-02 1.041431079266795789e-01 6.230525095468286007e-02 -7.993363485735571761e-01 -1.735894450316137483e-02 4.684269428253173828e-03 1.865570247173309326e-02 1.082612723112106323e-01 3.917582333087921143e-02 -7.423511743545532227e-01 -9.780044853687286377e-02
5.725713491439819336e+00 7.379770278930664062e-02 -2.728759261389619457e-03 2.211587139638660632e-02 1.043597444854673095e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.035989503217140964e-03 -3.249917018513947490e-03 -3.044464978488040791e-03 1.332293506034294348e-03 -1.607172457801798017e-03 -1.574951261711842951e-03 -2.728759261389619457e-03 2.211587139638660632e-02 1.043597444854673095e-01 7.331022398953607189e-02 -8.016896139981075642e-01 -1.046476909908032257e-02 -5.452215671539306641e-03 1.654135808348655701e-02 1.063094735145568848e-01 1.723549813032150269e-01 -8.228690028190612793e-01 5.158280953764915466e-02
5.791526556015014648e+00 6.581306457519531250e-02 -2.728759261389619457e-03 2.211587139638660632e-02 1.043597444854673095e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.587504795922911861e-03 -3.239640816464927579e-03 -3.034655140575253512e-03 1.583731221850825368e-03 -1.752956294542719817e-03 -1.711510743037729290e-03 -2.728759261389619457e-03 2.211587139638660632e-02 1.043597444854673095e-01 7.331022398953607189e-02 -8.016896139981075642e-01 -1.046476909908032257e-02 -5.452215671539306641e-03 1.654135808348655701e-02 1.063094735145568848e-01 1.723549813032150269e-01 -8.228690028190612793e-01 5.158280953764915466e-02
5.860322713851928711e+00 6.879615783691406250e-02 -3.296684335845750328e-03 2.132601624657868081e-02 1.045701684024181732e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.950231030126071179e-03 -3.193645124513595779e-03 -2.974683654784055636e-03 1.851491618206498610e-03 -1.896670325145831740e-03 -1.845371507503011784e-03 -3.296684335845750328e-03 2.132601624657868081e-02 1.045701684024181732e-01 8.427105197863254960e-02 -8.037972055138699057e-01 -5.541379222801708429e-03 -8.408010005950927734e-03 1.421731989830732346e-02 1.064639836549758911e-01 1.829185038805007935e-01 -8.227655291557312012e-01 3.876912966370582581e-02
5.938592910766601562e+00 7.827019691467285156e-02 -3.658495346764959518e-03 2.051168403116010452e-02 1.048628932058435770e-01 -5.300000000000000544e-02 -2.500000000000000139e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.266587657813258404e-03 -3.161422996847716022e-03 -2.913541809262432634e-03 2.133488062808095321e-03 -2.038934360003978943e-03 -1.976480888919821075e-03 -3.658495346764959518e-03 2.051168403116010452e-02 1.048628932058435770e-01 9.053458436927026842e-02 -8.062972011203961564e-01 -4.976639210188415000e-03 -6.914794445037841797e-03 1.318269409239292145e-02 1.074974164366722107e-01 1.469063758850097656e-01 -8.287971615791320801e-01 1.060209033312276006e-04
